Age,Gender,Occupation,ScreenTime,SocialMedia,Gaming,Streaming,WorkEducation,Unlocks,AppSwitching,Notifications,LateNightUsage,SleepHours,MoodScore,PhysicalActivity,HeartRate,AddictionLevel
49,Other,Unemployed,14.2,1.0,2.1,4.5,5.8,130,53,200,2.8,6.2,2,2.5,74,Moderate
35,Other,Professional,13.3,1.9,3.4,2.4,4.3,136,11,568,1.6,5.5,8,1.7,88,High
16,Male,Self-employed,15.3,2.0,3.9,1.9,6.5,91,13,154,2.7,6.7,10,0.3,80,High
63,Other,Professional,16.1,5.9,1.1,4.9,2.3,101,54,252,3.2,7.8,1,1.5,87,High
45,Other,Student,14.2,4.2,3.2,3.5,2.1,245,25,255,0.7,8.6,10,0.3,77,High
17,Female,Self-employed,16.5,5.6,0.1,2.4,7.8,55,36,244,3.5,5.6,8,0.1,84,High
33,Male,Unemployed,21.8,5.1,2.7,4.5,7.6,28,6,372,0.8,7.5,2,1.3,83,High
22,Female,Unemployed,19.2,3.7,3.0,3.6,7.0,227,48,265,1.1,5.7,5,2.9,76,High
59,Other,Self-employed,12.0,4.2,1.9,3.4,1.7,24,29,81,2.7,4.1,2,0.5,82,Moderate
27,Female,Professional,14.8,3.9,0.6,3.8,4.7,162,5,503,2.9,8.8,1,2.4,79,High
44,Female,Student,16.5,4.2,2.5,3.8,4.3,171,15,119,1.7,5.5,4,0.0,74,High
20,Other,Student,10.9,2.0,3.6,2.7,1.6,83,20,117,0.5,6.3,2,0.3,77,Moderate
17,Male,Unemployed,13.2,2.7,3.7,2.4,3.6,67,27,190,3.7,7.2,8,2.5,81,High
27,Male,Unemployed,16.8,3.8,3.0,4.6,3.7,190,19,284,1.4,7.4,1,1.1,88,High
40,Female,Professional,7.0,0.7,1.1,2.7,1.9,186,31,404,3.9,8.1,9,2.9,77,Moderate
14,Other,Unemployed,17.2,3.2,3.5,1.5,7.6,172,20,541,3.4,5.9,6,0.2,90,High
31,Female,Professional,16.6,5.2,3.6,2.8,3.9,227,50,73,1.2,7.5,3,1.0,81,High
47,Female,Self-employed,10.9,3.2,1.5,0.7,4.2,105,37,89,3.0,7.1,8,1.7,77,Moderate
30,Female,Student,14.5,3.5,0.7,3.8,4.8,133,43,362,1.1,8.9,8,2.1,84,High
37,Other,Self-employed,15.0,1.6,3.5,1.1,7.1,227,12,415,0.1,7.7,3,1.5,81,High
14,Other,Unemployed,15.7,4.9,3.5,1.0,4.3,244,52,279,1.1,8.7,8,2.5,85,High
30,Male,Student,13.4,2.5,0.4,4.8,4.3,152,5,368,0.6,5.4,1,2.0,86,High
31,Other,Student,16.4,5.8,3.9,4.0,1.9,207,23,549,1.2,6.3,9,2.8,89,High
43,Female,Self-employed,16.2,6.0,2.1,2.4,4.8,138,30,196,1.9,6.6,3,2.3,74,High
18,Female,Professional,15.3,5.5,4.0,1.6,3.0,26,41,504,0.6,8.2,10,2.9,78,High
63,Male,Student,14.0,1.0,1.8,4.3,5.2,165,59,335,0.4,6.1,10,2.2,84,Moderate
52,Other,Professional,12.8,2.3,2.1,4.9,2.4,147,57,249,2.0,6.8,7,0.7,87,High
44,Female,Self-employed,16.8,5.7,1.1,2.8,5.7,25,51,297,1.4,4.7,8,1.6,79,High
51,Male,Self-employed,17.1,4.9,3.6,3.1,5.0,132,7,544,1.8,5.0,3,1.0,79,High
50,Male,Professional,13.8,5.5,1.8,1.6,3.8,31,28,273,4.0,6.0,2,1.4,80,High
29,Female,Self-employed,11.6,3.6,3.3,3.2,0.8,127,26,287,1.4,4.3,5,1.5,80,High
51,Female,Student,12.7,3.1,0.3,2.3,5.0,180,5,537,2.4,4.4,8,2.9,87,High
12,Other,Self-employed,17.1,1.1,3.2,4.3,6.9,245,43,277,1.9,7.5,2,2.2,79,High
22,Male,Self-employed,11.4,5.1,2.0,2.2,1.4,40,13,524,2.9,4.4,5,2.3,83,High
39,Female,Student,9.8,4.6,0.0,3.4,0.7,205,37,401,3.9,4.0,2,2.7,84,High
36,Male,Professional,4.1,0.8,0.9,1.4,0.3,229,27,102,2.1,4.3,8,0.0,73,Moderate
61,Other,Self-employed,5.2,1.7,0.8,0.9,0.3,225,38,506,1.4,7.2,2,2.2,74,Low
34,Female,Professional,14.8,3.6,3.0,0.7,6.7,61,53,355,0.6,6.8,7,2.2,84,High
42,Other,Student,16.1,4.3,1.9,2.4,5.8,241,53,309,3.2,8.1,10,1.5,92,High
41,Male,Professional,5.4,1.3,0.6,1.2,1.6,65,39,546,0.3,5.0,3,0.9,82,Low
53,Other,Professional,16.5,1.8,1.0,5.0,7.3,22,53,73,2.3,6.9,10,0.2,74,Moderate
46,Other,Unemployed,10.2,1.6,2.0,4.1,1.1,204,14,288,3.1,8.0,5,2.9,80,High
18,Male,Unemployed,9.4,1.7,0.1,3.6,3.0,72,36,208,0.8,7.6,5,1.5,76,Low
27,Other,Self-employed,15.7,5.6,1.7,4.1,3.6,81,6,393,1.9,5.6,4,0.4,81,High
37,Male,Unemployed,10.4,4.4,2.7,1.7,0.6,160,11,425,1.6,7.1,6,2.0,87,High
59,Female,Unemployed,15.1,4.6,2.1,4.5,2.8,70,28,137,0.8,7.7,1,2.3,84,High
63,Male,Unemployed,15.0,4.9,2.4,5.0,0.8,248,7,300,3.5,8.1,8,2.8,83,High
60,Male,Professional,13.1,2.5,1.3,1.8,6.3,166,59,137,2.1,8.9,1,1.5,72,Moderate
13,Female,Professional,11.5,4.7,0.7,4.9,0.4,206,16,405,3.4,6.0,1,2.4,89,High
12,Male,Unemployed,11.7,5.9,3.2,1.9,0.1,81,43,209,3.4,4.2,7,2.6,86,High
59,Female,Student,14.9,4.3,3.6,0.6,5.9,184,46,128,3.9,6.6,6,0.6,82,High
23,Female,Unemployed,14.4,2.8,2.0,2.2,6.2,224,40,519,3.7,5.6,6,1.3,94,High
16,Male,Student,15.6,4.4,1.2,5.0,4.0,162,31,364,2.9,5.5,8,1.8,82,High
48,Other,Professional,14.1,5.5,2.0,3.4,2.5,109,5,531,2.7,7.4,3,1.6,85,High
43,Other,Student,11.0,1.2,3.5,3.6,1.9,89,50,573,0.7,4.2,5,3.0,84,Moderate
20,Female,Professional,8.3,2.0,2.8,1.6,0.9,110,40,472,1.7,6.7,8,1.1,85,Moderate
52,Other,Student,15.6,5.6,3.4,1.2,3.9,31,36,503,2.3,7.2,4,2.6,92,High
46,Other,Professional,16.8,5.7,1.3,4.5,3.9,108,31,202,0.2,7.6,7,0.6,78,High
30,Male,Professional,12.6,3.2,2.8,2.4,3.6,197,48,296,0.6,8.8,4,2.7,73,High
59,Female,Unemployed,12.6,2.6,2.6,0.5,6.2,66,35,362,2.6,4.0,9,0.0,89,High
27,Female,Self-employed,8.8,2.1,2.3,1.8,0.8,35,37,331,0.6,6.6,1,2.2,71,Low
14,Male,Self-employed,12.7,3.2,2.1,1.4,5.4,129,50,245,1.4,8.4,7,1.4,78,High
31,Other,Professional,15.1,5.6,2.2,3.2,3.2,163,36,78,0.1,5.0,10,0.0,80,High
35,Female,Unemployed,11.5,1.3,3.4,3.9,1.9,214,8,128,0.7,8.9,9,2.7,82,High
44,Other,Self-employed,15.5,2.8,3.7,2.7,5.5,53,57,232,2.2,5.0,5,2.0,76,High
35,Female,Self-employed,9.8,5.5,0.5,1.3,1.6,235,29,402,2.6,7.2,10,2.2,86,High
63,Female,Unemployed,8.9,2.4,2.3,0.8,1.8,65,43,566,0.4,4.4,4,1.8,73,Low
22,Female,Unemployed,18.9,4.7,3.7,1.9,8.0,106,33,549,1.0,6.6,9,2.8,85,High
60,Female,Self-employed,15.4,2.6,0.5,4.1,7.1,83,13,86,1.6,5.3,7,2.5,81,Moderate
19,Other,Self-employed,16.0,4.9,1.7,2.4,5.6,241,18,123,2.7,5.6,2,0.9,87,High
47,Other,Student,11.0,5.9,0.4,1.6,2.5,196,54,170,0.3,5.9,9,1.0,75,High
49,Other,Student,8.5,2.6,0.5,0.6,4.3,168,9,592,1.8,5.2,5,0.4,74,Moderate
51,Other,Professional,13.8,5.1,3.6,2.7,1.0,200,56,63,2.9,8.3,3,0.1,79,High
31,Male,Self-employed,15.8,5.9,1.8,3.6,2.7,209,21,339,0.6,4.8,7,2.3,81,High
46,Female,Unemployed,11.7,5.9,2.8,1.4,0.5,228,36,388,2.2,6.2,2,1.0,74,High
59,Female,Unemployed,12.4,2.9,0.6,2.9,4.9,201,10,582,1.8,8.9,9,1.6,90,High
36,Female,Self-employed,13.0,3.2,0.1,2.4,6.9,101,9,457,1.6,6.9,10,2.1,86,Moderate
46,Male,Professional,17.5,2.2,3.6,3.7,6.5,150,33,278,3.7,7.2,1,2.1,85,High
36,Other,Unemployed,16.5,2.2,2.3,4.4,6.8,200,32,277,1.6,7.6,10,2.6,85,High
40,Female,Self-employed,8.1,3.2,0.1,1.9,1.4,159,14,208,1.8,8.3,5,2.4,71,Low
29,Other,Self-employed,16.4,1.6,4.0,4.6,5.2,227,27,99,0.2,8.1,9,2.1,84,High
57,Other,Professional,18.3,4.4,2.0,3.7,7.7,57,53,227,1.5,5.8,5,0.6,89,High
29,Male,Self-employed,13.3,3.4,1.9,0.7,6.3,97,57,348,2.1,8.2,7,2.5,77,High
13,Male,Unemployed,13.5,5.4,2.5,4.1,0.0,110,23,578,0.0,5.0,2,0.3,74,High
46,Other,Student,16.4,5.0,0.0,2.7,7.1,165,8,239,0.2,6.0,6,0.7,73,High
27,Female,Professional,16.4,2.3,2.3,4.8,5.6,103,50,86,1.0,7.3,1,1.0,83,High
52,Female,Self-employed,10.3,3.3,2.5,2.0,1.0,182,36,126,3.0,5.2,1,1.7,83,High
47,Male,Professional,12.3,4.6,1.2,3.2,2.5,228,24,512,3.1,5.8,8,2.8,92,High
44,Male,Self-employed,12.2,1.6,2.9,4.8,0.9,103,50,587,3.2,6.6,1,1.7,85,High
15,Male,Student,10.6,0.7,1.5,1.7,5.8,217,32,492,2.3,5.2,5,2.0,86,High
44,Male,Professional,11.5,5.2,2.9,2.6,0.0,237,58,526,3.3,7.8,3,1.8,81,High
25,Male,Self-employed,10.3,1.3,0.6,3.9,3.7,218,40,365,0.5,7.6,5,0.3,69,Moderate
32,Male,Student,22.6,5.4,3.7,3.6,8.0,121,27,173,3.7,8.6,3,0.9,89,High
59,Male,Unemployed,20.7,5.5,3.5,4.3,6.8,95,7,484,3.2,4.3,6,2.8,95,High
31,Female,Self-employed,12.8,3.0,0.6,2.8,4.7,36,28,369,2.4,8.5,1,0.7,89,Moderate
19,Male,Student,16.8,4.9,3.8,1.9,5.6,168,6,531,2.3,4.1,8,1.2,91,High
18,Male,Student,14.1,2.5,2.2,2.9,4.8,89,22,430,0.4,8.1,1,1.7,87,High
14,Female,Professional,17.5,5.2,2.8,2.1,6.5,66,53,241,3.2,5.3,7,2.3,89,High
28,Female,Self-employed,18.4,5.0,3.4,1.3,7.1,184,36,195,2.0,7.3,3,1.7,77,High
44,Other,Unemployed,11.0,0.9,0.3,3.0,6.1,236,52,529,3.3,7.3,8,1.3,91,High
59,Male,Self-employed,7.6,3.7,0.7,0.7,1.5,73,50,528,1.3,5.9,7,2.1,81,Low
23,Male,Student,10.0,4.0,1.2,0.7,3.0,34,52,177,0.2,5.0,5,1.8,80,Moderate
62,Male,Unemployed,10.0,0.5,1.9,0.8,6.3,158,52,259,2.0,4.2,1,1.5,82,Moderate
33,Male,Student,18.2,5.9,1.4,3.5,6.6,28,34,65,3.5,6.9,9,1.8,89,High
33,Other,Professional,12.9,2.7,2.0,2.3,5.0,215,42,494,0.4,7.5,3,1.2,81,High
57,Female,Self-employed,13.7,3.3,0.7,2.7,5.7,22,31,380,1.6,5.9,7,1.5,84,Moderate
41,Female,Student,8.4,1.6,2.7,2.0,1.4,32,42,241,3.3,5.0,5,1.3,82,Moderate
49,Male,Student,10.7,3.9,0.2,1.6,3.0,115,42,335,0.9,4.8,2,3.0,73,Moderate
49,Male,Self-employed,14.6,5.0,1.4,2.1,4.3,25,18,541,1.0,5.3,7,0.2,75,Moderate
56,Male,Unemployed,14.5,3.7,0.7,1.4,7.9,148,5,119,2.5,8.0,10,2.0,85,High
62,Other,Student,18.6,4.8,2.9,3.6,6.4,152,56,71,3.5,4.8,7,0.7,88,High
19,Other,Self-employed,12.5,4.5,3.5,1.0,1.5,85,5,447,2.3,6.2,9,1.1,79,High
38,Female,Professional,8.7,1.8,0.3,2.8,2.8,233,54,349,0.4,7.3,3,0.6,82,Moderate
38,Male,Professional,11.6,2.9,3.1,2.6,1.7,115,44,112,3.7,8.2,3,2.3,78,High
45,Male,Self-employed,9.5,1.3,3.6,1.9,1.2,131,12,424,2.1,6.6,6,0.9,86,Moderate
32,Male,Student,7.6,0.7,3.9,1.0,1.0,144,21,69,1.4,7.4,7,2.0,73,Moderate
41,Male,Self-employed,16.4,0.8,2.3,3.7,7.7,60,5,499,3.0,6.6,3,1.7,87,High
44,Other,Self-employed,18.7,5.7,1.3,3.1,7.3,197,18,394,2.8,7.8,7,1.3,88,High
39,Female,Student,16.6,5.9,1.3,4.1,3.9,132,47,471,1.2,7.9,4,1.0,79,High
58,Female,Unemployed,9.8,1.0,1.5,1.6,4.4,26,48,320,3.4,7.9,10,2.1,86,Low
44,Other,Unemployed,16.2,2.3,2.5,4.1,6.7,40,17,60,0.3,7.7,3,1.6,83,Moderate
16,Male,Professional,11.8,1.1,2.0,1.8,5.2,228,34,544,3.5,8.0,10,0.1,86,High
59,Female,Unemployed,15.9,5.1,2.6,1.0,5.9,200,17,484,0.4,8.0,6,2.2,83,High
30,Female,Self-employed,11.4,3.2,0.2,1.1,6.3,167,7,82,0.1,8.3,4,2.3,69,Moderate
15,Other,Student,11.5,3.9,0.4,1.5,3.9,212,59,430,3.5,6.3,4,1.3,78,High
46,Male,Professional,20.3,3.5,3.9,3.6,7.8,179,26,213,0.3,8.4,9,0.1,73,High
60,Female,Unemployed,15.9,4.4,4.0,1.6,5.0,115,39,407,4.0,4.4,3,0.6,90,High
28,Male,Self-employed,14.5,2.3,3.0,3.2,5.1,231,18,552,0.3,5.8,1,1.7,79,High
55,Female,Professional,6.3,1.3,1.0,1.7,1.1,221,44,380,3.3,8.6,10,2.3,84,Moderate
39,Other,Student,15.0,0.6,3.8,2.1,7.9,25,49,369,3.9,6.1,5,0.3,92,High
41,Male,Unemployed,10.6,3.0,0.9,4.5,0.6,60,26,250,2.3,8.3,1,2.0,81,Low
40,Other,Self-employed,21.0,5.5,2.9,2.8,7.9,52,37,538,0.7,6.8,8,1.5,89,High
57,Female,Student,14.3,2.2,0.5,3.2,7.3,221,16,82,0.6,5.3,8,0.7,71,High
64,Other,Self-employed,13.7,1.6,2.6,1.4,6.9,172,28,444,3.0,4.5,7,1.5,86,High
17,Other,Self-employed,16.8,5.6,3.0,1.1,5.4,43,9,367,0.3,7.5,1,0.2,82,High
46,Other,Self-employed,12.7,1.1,3.4,2.4,4.9,114,13,143,2.7,5.1,9,2.0,86,High
52,Female,Student,17.3,0.8,2.9,4.3,8.0,240,6,366,1.2,6.9,4,0.4,77,High
48,Male,Professional,19.1,5.3,3.7,1.6,7.8,159,35,385,3.7,6.0,6,0.1,83,High
35,Other,Self-employed,17.8,4.4,2.1,3.3,6.5,184,50,489,2.2,7.4,1,0.1,82,High
40,Male,Professional,12.3,2.8,2.7,4.4,0.7,125,33,73,0.9,7.1,10,2.1,81,High
60,Female,Professional,14.4,4.6,1.5,4.7,3.0,197,33,311,3.4,7.0,2,0.7,89,High
57,Male,Unemployed,18.3,4.6,0.0,5.0,6.9,28,58,125,3.9,6.6,2,1.6,93,High
64,Other,Unemployed,14.4,0.7,3.0,3.9,5.6,112,40,331,3.0,7.4,6,0.1,85,Moderate
42,Other,Professional,11.4,4.2,3.5,0.8,1.0,145,59,294,2.8,7.6,1,0.1,84,High
46,Other,Unemployed,13.8,4.0,0.7,4.4,2.8,86,34,231,3.4,5.1,4,2.5,89,High
44,Other,Unemployed,12.2,5.8,0.1,4.5,0.2,23,26,389,0.1,7.0,1,2.1,82,Moderate
63,Other,Professional,18.4,5.8,0.7,3.0,7.1,73,59,317,3.6,4.1,10,0.3,93,High
32,Other,Student,13.9,2.6,3.6,0.8,6.0,104,25,529,1.0,6.6,2,1.6,81,High
43,Female,Unemployed,12.1,3.7,1.2,2.6,3.5,153,45,557,2.4,8.0,4,0.5,86,High
34,Female,Unemployed,10.6,1.3,0.9,1.4,6.1,213,53,301,1.8,4.3,9,2.3,79,High
44,Female,Student,11.9,0.9,0.1,2.5,7.5,184,16,255,1.7,5.6,1,2.0,80,Moderate
14,Male,Student,11.4,2.9,1.2,3.8,2.2,231,11,565,1.8,4.2,9,2.8,80,High
29,Male,Student,14.7,4.3,2.9,3.5,2.3,64,29,78,2.7,6.8,8,1.7,80,High
36,Female,Professional,16.7,3.6,3.8,4.0,3.9,244,12,183,2.7,8.6,4,1.2,88,High
53,Male,Student,14.0,2.9,1.3,2.6,5.7,161,37,96,1.5,5.6,1,2.1,80,High
42,Male,Professional,17.4,5.0,1.0,2.8,7.9,103,20,488,4.0,5.8,4,1.8,93,High
14,Other,Self-employed,16.3,4.9,3.6,4.7,1.3,190,44,295,3.9,5.1,5,1.2,84,High
51,Other,Self-employed,15.4,4.5,3.4,3.3,2.7,213,49,458,0.6,7.7,8,1.3,77,High
57,Male,Student,10.7,0.9,1.3,3.9,2.9,130,55,185,2.8,6.5,9,0.4,87,Moderate
35,Male,Student,16.5,4.9,0.3,3.5,5.8,154,49,554,2.0,5.4,10,1.4,82,High
61,Female,Self-employed,21.8,5.6,4.0,3.4,7.1,74,14,434,1.1,4.2,7,0.5,87,High
43,Male,Professional,10.9,0.8,2.7,4.6,1.5,184,16,503,3.2,8.3,5,0.5,83,High
58,Other,Professional,16.0,2.7,3.7,2.1,5.7,223,26,407,0.9,7.5,10,0.5,84,High
33,Male,Student,18.5,5.9,1.4,2.4,7.3,35,11,442,2.7,8.9,6,1.4,85,High
34,Female,Student,11.2,3.8,2.6,2.2,1.0,36,49,147,2.9,6.8,8,1.5,72,Moderate
13,Other,Student,16.5,3.3,2.7,3.9,5.1,242,25,98,1.6,8.8,2,0.2,81,High
38,Other,Self-employed,11.9,1.5,3.5,4.4,1.6,90,44,110,0.2,7.5,9,2.0,69,Moderate
53,Other,Unemployed,14.2,3.6,4.0,2.1,3.5,109,42,292,1.3,6.2,5,0.5,78,High
13,Other,Student,6.8,2.9,0.4,1.1,1.0,148,26,421,3.2,5.2,10,1.4,78,High
37,Male,Professional,13.7,1.2,2.5,2.7,5.5,21,13,476,2.7,4.3,7,1.8,90,High
28,Female,Unemployed,13.7,3.1,1.3,4.9,3.2,114,24,222,1.9,4.0,2,0.2,81,High
51,Male,Professional,11.9,1.4,3.2,1.4,4.5,103,17,385,2.8,8.2,10,1.7,90,Moderate
44,Male,Unemployed,15.3,4.5,3.0,2.5,4.2,120,55,196,0.9,7.1,8,2.8,81,High
20,Other,Self-employed,17.2,5.9,3.6,1.7,5.6,142,28,349,3.7,4.9,10,0.4,91,High
54,Female,Unemployed,17.7,3.1,1.4,4.7,7.2,180,34,75,3.4,7.4,10,2.8,81,High
59,Other,Professional,11.3,4.0,0.7,3.0,2.2,160,45,598,0.1,8.6,2,2.5,79,Moderate
50,Male,Unemployed,12.8,2.9,0.1,3.1,4.8,84,56,255,2.7,4.3,5,1.6,88,High
40,Male,Self-employed,8.7,1.3,1.0,0.5,4.6,70,54,201,1.1,8.0,4,0.4,81,Low
53,Other,Professional,14.6,5.8,1.5,3.4,2.5,180,58,511,2.0,8.2,6,2.2,78,High
37,Male,Student,11.8,1.2,3.8,1.9,4.0,22,22,506,0.8,7.3,9,1.9,87,Moderate
46,Male,Unemployed,6.9,1.1,2.0,2.8,0.3,248,29,217,2.9,8.7,7,2.0,73,Moderate
61,Other,Professional,13.1,3.0,2.2,2.9,3.4,79,57,425,0.2,8.8,4,0.4,72,Low
36,Male,Unemployed,14.7,4.1,3.5,3.2,2.2,230,24,252,2.2,7.9,8,1.5,75,High
35,Female,Self-employed,18.9,2.5,3.5,4.2,6.9,191,15,228,0.4,4.8,9,2.0,76,High
24,Other,Professional,9.5,1.6,2.1,1.8,2.9,141,44,487,1.2,4.4,5,1.4,83,High
18,Female,Student,10.2,5.0,0.5,1.7,1.5,123,38,266,0.8,6.1,9,1.8,77,High
47,Male,Student,12.8,2.5,1.1,4.1,4.2,243,27,208,1.7,6.0,7,1.7,75,High
56,Male,Unemployed,14.5,1.6,1.8,3.7,6.5,152,30,554,1.9,4.7,8,1.3,89,High
31,Other,Self-employed,11.9,2.5,3.0,1.5,2.8,194,27,406,2.6,4.2,5,0.5,80,High
12,Male,Self-employed,13.6,1.7,2.8,0.5,6.8,62,53,119,1.8,5.2,1,2.4,75,High
19,Other,Unemployed,12.9,3.4,2.6,3.5,2.6,66,46,348,2.9,5.4,2,1.9,76,High
57,Other,Professional,15.9,4.2,3.5,1.2,5.9,248,51,172,3.2,8.6,8,1.9,88,High
27,Other,Professional,15.2,4.9,3.2,4.8,0.9,25,37,316,4.0,8.9,2,0.2,84,High
25,Other,Unemployed,9.9,1.8,3.9,3.2,0.5,207,29,473,0.5,8.9,6,2.3,85,High
23,Other,Professional,17.1,1.4,3.6,4.3,5.9,183,38,235,1.6,8.1,1,0.6,80,High
62,Female,Professional,9.1,0.6,0.8,4.1,2.9,184,30,204,1.0,7.9,5,2.1,74,Low
34,Other,Professional,9.9,1.8,0.2,3.0,3.1,224,43,218,2.9,8.7,9,2.0,79,Moderate
26,Female,Unemployed,11.3,0.6,1.7,2.5,4.6,137,9,389,2.1,5.7,1,0.3,78,Moderate
39,Male,Student,17.1,2.4,2.5,2.7,7.9,223,33,468,0.4,6.7,10,1.6,82,High
45,Other,Self-employed,11.3,1.3,2.6,4.1,1.4,25,34,272,0.3,6.9,5,2.1,70,Low
13,Male,Student,11.1,3.7,1.1,3.4,2.4,49,49,563,2.0,6.9,1,2.3,78,Moderate
43,Other,Professional,13.7,2.6,3.4,1.4,5.2,120,31,515,1.4,6.2,4,1.2,88,High
34,Female,Unemployed,12.4,1.0,1.3,3.2,5.6,145,41,138,2.1,8.9,4,0.1,74,Moderate
33,Female,Self-employed,16.0,2.7,3.7,2.3,5.6,239,57,62,1.0,5.6,10,2.1,72,High
62,Female,Professional,10.6,1.7,1.9,0.8,4.8,157,29,85,1.6,5.1,4,0.9,78,Moderate
36,Male,Self-employed,12.8,4.2,0.0,2.2,4.7,175,47,287,3.9,7.7,7,0.7,90,High
33,Other,Self-employed,6.6,2.5,0.6,1.5,1.2,25,14,475,1.0,8.6,9,2.4,75,Low
33,Male,Student,14.4,1.3,0.4,4.3,6.7,92,48,263,0.1,8.8,8,1.1,77,Low
60,Female,Professional,5.4,2.4,0.2,1.0,0.1,43,38,64,3.7,8.0,5,1.5,85,Low
63,Male,Self-employed,11.7,1.7,2.9,2.1,3.3,71,16,184,3.2,5.9,9,1.2,88,Moderate
53,Female,Student,12.7,4.9,0.8,3.6,1.7,101,33,476,1.8,8.1,9,2.7,89,High
17,Female,Unemployed,15.5,5.9,3.4,4.5,0.8,87,43,587,2.1,7.8,6,1.3,92,High
26,Female,Self-employed,7.0,0.6,1.1,2.0,2.6,192,23,589,1.3,6.0,5,1.1,84,Moderate
54,Other,Professional,14.8,4.3,0.1,3.2,5.3,137,23,94,0.6,4.5,2,0.6,72,High
48,Other,Unemployed,13.3,2.0,3.3,2.2,4.0,234,33,570,1.1,8.3,9,1.3,75,High
44,Female,Self-employed,12.3,0.9,1.9,1.4,7.0,46,6,120,1.4,5.5,10,1.5,74,Low
19,Male,Self-employed,10.9,0.6,2.4,2.0,4.8,215,30,345,2.2,4.6,1,2.0,76,High
64,Male,Professional,13.7,5.3,1.3,3.4,2.0,32,49,302,1.1,8.9,8,2.2,83,Moderate
55,Other,Self-employed,11.7,2.4,0.2,3.7,4.1,222,41,245,1.3,8.6,3,0.7,80,Moderate
55,Female,Professional,12.4,6.0,1.5,2.2,1.8,94,52,235,2.2,7.8,5,2.8,73,High
16,Male,Professional,8.4,2.9,2.1,1.2,1.4,166,55,547,1.1,4.3,5,1.9,79,High
50,Female,Professional,10.9,1.5,0.0,1.1,7.6,180,38,196,3.9,7.6,7,0.3,86,Moderate
15,Male,Professional,16.4,4.8,2.3,4.2,3.7,225,34,169,1.8,7.3,4,2.3,77,High
17,Other,Self-employed,18.5,5.6,3.6,3.4,5.2,32,16,225,3.2,5.2,1,2.1,78,High
56,Female,Unemployed,18.4,5.0,0.9,3.8,7.0,26,24,555,2.7,6.3,1,2.1,94,High
43,Female,Unemployed,15.6,4.6,3.7,2.7,2.6,52,37,77,0.5,8.8,4,2.3,74,High
63,Male,Student,12.8,2.3,0.4,2.6,6.3,179,13,477,3.1,4.1,2,1.9,82,High
41,Male,Professional,12.6,0.9,3.3,1.5,6.3,64,59,71,1.0,6.3,2,0.1,83,Moderate
58,Male,Self-employed,14.2,1.6,3.4,1.3,6.6,75,6,135,3.6,6.9,2,2.0,80,High
46,Female,Self-employed,8.1,3.0,1.0,1.2,1.5,248,32,531,2.9,8.3,4,2.4,86,High
51,Other,Student,23.0,5.8,3.8,5.0,7.7,219,38,217,2.9,7.5,1,1.6,84,High
63,Other,Unemployed,14.0,4.5,1.7,4.2,2.2,65,25,349,1.2,4.5,5,0.6,85,High
27,Male,Self-employed,16.1,5.1,0.6,3.3,6.2,245,23,545,1.6,5.9,8,2.0,76,High
24,Other,Student,8.9,2.0,2.4,1.5,1.3,38,18,80,2.9,4.6,2,0.1,71,Moderate
61,Male,Unemployed,19.0,4.3,4.0,2.0,7.4,119,21,140,1.5,8.7,1,1.4,76,High
53,Other,Self-employed,15.5,5.2,3.6,2.1,3.4,181,9,310,1.8,7.5,5,1.4,84,High
41,Female,Professional,14.2,3.1,1.1,2.6,5.3,247,25,539,2.2,5.3,2,2.9,81,High
30,Male,Student,15.6,2.9,2.3,2.4,6.8,210,26,462,1.2,4.7,4,0.5,77,High
28,Other,Self-employed,13.7,4.5,0.5,4.7,2.3,89,44,246,3.1,4.6,4,1.6,78,High
30,Female,Student,13.2,3.6,1.8,3.7,3.1,144,24,176,1.1,6.6,3,2.1,76,High
39,Other,Student,12.6,6.0,2.1,0.9,2.5,73,32,142,0.2,5.3,6,0.0,73,High
37,Female,Student,9.1,2.8,1.3,2.1,2.3,202,36,319,3.1,8.8,2,2.7,86,High
48,Female,Professional,9.7,1.5,1.9,1.1,4.1,69,49,492,1.5,6.0,1,2.1,76,Low
37,Other,Unemployed,14.7,3.1,3.7,1.8,4.4,84,23,278,3.4,9.0,1,1.9,78,High
64,Other,Unemployed,11.0,1.8,2.0,4.8,0.6,64,32,465,2.5,8.3,7,1.9,82,Low
34,Female,Self-employed,17.9,3.6,3.3,3.7,5.4,49,27,354,3.3,8.5,10,0.3,83,High
20,Female,Professional,8.0,1.2,1.3,0.5,3.4,98,37,215,1.5,5.9,5,2.9,72,Low
23,Female,Unemployed,19.6,5.7,3.9,2.0,7.1,92,22,142,2.2,4.6,5,1.3,77,High
64,Male,Self-employed,15.9,5.2,0.4,2.5,7.1,80,39,561,0.1,8.2,9,1.7,80,Moderate
12,Female,Self-employed,13.4,1.4,2.3,3.2,5.8,240,50,434,1.0,4.0,7,0.8,77,High
12,Male,Student,15.7,1.4,3.2,2.7,6.8,206,41,158,3.5,6.2,9,0.3,88,High
58,Female,Professional,15.8,3.3,3.3,0.8,7.4,149,46,516,1.8,4.7,5,2.4,87,High
45,Male,Unemployed,14.1,4.8,0.8,2.8,4.6,177,40,255,2.5,8.5,9,1.8,80,High
43,Female,Professional,14.0,1.7,1.6,1.1,7.8,193,48,328,1.1,8.3,6,1.2,82,High
59,Female,Professional,15.4,0.8,2.5,2.8,7.6,87,23,203,3.4,4.7,1,0.5,83,High
